date,gold_price_lkr,gold_price_usd,gold_reserves_us,silver_price,s&p_500,ny_stock_ex_rate,inflation_rate_us,fed_rate,buying_exchange_rates,selling_exchange_rates
24/06/2019,248412.7653,1414.3,1.976,15.37,2945.350098,13019.98047,1.6,2.38,174.7557,178.5075
25/06/2019,251768.049,1414.9,1.9,15.29,2917.379883,12936.65039,1.6,2.38,174.5363,178.2872
26/06/2019,249229.9793,1411.6,1.85,15.28,2913.780029,12912.00977,1.6,2.38,174.4664,178.2171
27/06/2019,248496.8972,1408.4,1.83,15.2,2924.919922,12965.32031,1.6,2.38,174.516,178.2673
28/06/2019,250923.6942,1409.7,1.85,15.25,2941.76001,13049.70996,1.6,2.4,174.6059,178.3574
1/7/2019,245562.9297,1385.6,1.85,15.11,2964.330078,13127.69043,1.8,2.39,174.5159,178.2674
2/7/2019,245106.1934,1404.6,1.874,15.15,2973.01001,13152.54981,1.8,2.4,174.3168,178.0669
3/7/2019,251608.3326,1417.7,1.81,15.25,2995.820068,13239.87012,1.8,2.41,174.3166,178.067
4/7/2019,250111.4955,1399.4984,1.8428,15.192,2959.968018,13107.02813,1.8,2.41,174.1072,177.8566
5/7/2019,249784.5053,1396.7,1.81,14.92,2990.409912,13210.91016,1.8,2.42,174.1171,177.8667
8/7/2019,246399.6644,1397,1.9,14.97,2975.949951,13147.21973,1.8,2.41,174.1371,177.8867
9/7/2019,245420.8946,1397.5,1.9,15.07,2979.629883,13136.88965,1.8,2.41,174.1371,177.7867
10/7/2019,245024.7657,1410.1,1.9,15.15,2993.070068,13173.25977,1.8,2.41,173.8081,177.4561
11/7/2019,249677.769,1404.3,1.75,15.07,2999.909912,13198.71973,1.8,2.4,173.6684,177.3159
12/7/2019,247199.184,1409.9,1.75,15.16,3013.77002,13234.75977,1.8,2.38,173.5688,177.2157
15/07/2019,247767.5643,1411.4,1.7,15.29,3014.300049,13233.38965,1.8,2.4,173.5887,177.2358
16/07/2019,,1409.2,1.711,15.6,3004.040039,13195.19043,1.8,2.41,,
17/07/2019,246887.075,1421.3,1.77,15.89,2984.419922,13119.96973,1.8,2.41,173.7382,177.3861
18/07/2019,250081.9721,1426.1,1.791,16.12,2995.110107,13168.7002,1.8,2.41,173.7283,177.376
19/07/2019,253681.963,1425.1,1.8,16.12,2976.610107,13111.99023,1.8,2.41,173.7581,177.4061
22/07/2019,250769.9266,1425.3,1.8,16.34,2985.030029,13109.76953,1.8,2.4,173.818,177.4662
23/07/2019,249596.1174,1420.1,1.75,16.41,3005.469971,13197.51953,1.8,2.4,173.9476,177.5964
24/07/2019,250155.0091,1422.8,1.75,16.55,3019.560059,13234.92969,1.8,2.4,174.0574,177.7065
25/07/2019,250785.8604,1413.9,1.8,16.34,3003.669922,13169.29004,1.8,2.4,174.2469,177.8968
26/07/2019,249586.4633,1418.5,1.7,16.33,3025.860107,13235.5,1.8,2.4,174.247,177.8968
29/07/2019,250610.9003,1419.6,1.77,16.37,3020.969971,13222.61035,1.8,2.4,174.247,177.8968
30/07/2019,250809.5891,1429.7,1.8,16.5,3013.179932,13187.20996,1.8,2.39,174.257,177.9068
31/07/2019,251748.4436,1426.1,1.75,16.35,2980.379883,13066.59961,1.8,2.4,174.3269,177.9768
1/8/2019,248528.4557,1420.9,1.82,16.12,2953.560059,12920.82031,1.7,2.14,174.4068,178.0569
2/8/2019,252703.9266,1445.6,1.85,16.22,2932.050049,12839.50977,1.7,2.14,174.5862,178.2372
5/8/2019,255757.9928,1464.6,1.75,16.34,2844.73999,12497.30957,1.7,2.13,174.6559,178.3074
6/8/2019,259375.2004,1472.4,1.8,16.41,2881.77002,12628.13965,1.7,2.13,174.9852,178.6378
7/8/2019,263412.0868,1507.3,1.8,17.16,2883.97998,12632.95996,1.7,2.12,175.5736,179.2287
8/8/2019,266112.9958,1497.7,1.75,16.9,2938.090088,12828.82031,1.7,2.12,175.534,179.1885
9/8/2019,266726.4601,1496.6,1.75,16.9,2918.649902,12748.41992,1.7,2.12,175.0151,178.6679
12/8/2019,,1505.3,1.733,17.04,2882.699951,12586.24023,1.7,2.12,,
13/08/2019,268138.342,1502.2,1.8,16.96,2926.320068,12724.36035,1.7,2.12,174.9454,178.5977
14/08/2019,,1515.9,1.75,17.25,2840.600098,12368.04981,1.7,2.12,,
15/08/2019,269034.2345,1519.6,1.77,17.19,2847.600098,12409.54004,1.7,2.13,174.9952,178.6478
16/08/2019,269406.3331,1512.5,1.81,17.1,2888.679932,12580.41016,1.7,2.13,175.1447,178.7981
19/08/2019,267152.7953,1500.4,1.802,16.91,2923.649902,12687.91016,1.7,2.13,175.1946,178.8482
20/08/2019,265328.5734,1504.6,1.8,17.12,2900.51001,12599.41016,1.7,2.13,175.4839,179.1386
21/08/2019,267482.7942,1504.6,1.8,17.13,2924.429932,12697.00977,1.7,2.12,175.9657,179.6867
22/08/2019,267949.5643,1497.3,1.85,17.01,2922.949951,12688.45996,1.7,2.12,176.8104,180.4706
23/08/2019,268377.6917,1526.6,1.8,17.4,2847.110107,12416.4502,1.7,2.12,177.5785,181.2417
26/08/2019,277708.1365,1526.3,1.8,17.62,2878.379883,12519.62012,1.7,2.12,177.8078,181.4721
27/08/2019,274832.0672,1541,1.83,18.14,2869.159912,12474.04981,1.7,2.12,177.6784,181.3418
28/08/2019,276441.3724,1537.8,1.85,18.3,2887.939941,12559.23047,1.7,2.12,177.7982,181.4619
29/08/2019,277598.6869,1526.5,1.8,18.17,2924.580078,12704.03027,1.7,2.12,178.4868,182.1527
30/08/2019,275314.486,1519.1,1.8,18.18,2926.459961,12736.87988,1.7,2.13,178.4366,182.1028
2/9/2019,274363.162,1522.796,1.816,18.082,2897.303955,12598.76211,1.7,2.13,177.3497,181.011
3/9/2019,273893.2358,1545.9,1.8,19.08,2906.27002,12663.40039,1.7,2.13,177.8982,181.5619
4/9/2019,278122.4142,1550.3,1.879,19.39,2937.780029,12796.32031,1.7,2.13,178.3168,181.9827
5/9/2019,278847.6849,1515.4,1.8,18.66,2976,12917.75977,1.7,2.13,178.5063,182.173
6/9/2019,273918.3598,1506.2,1.88,17.97,2978.709961,12933.37988,1.7,2.12,178.716,182.3832
9/9/2019,272947.8638,1502.2,1.85,18.02,2978.429932,12960.71973,1.7,2.13,178.8357,182.5033
10/9/2019,268949.1836,1490.3,1.85,18.04,2979.389893,12993.95996,1.7,2.13,178.5166,182.1828
11/9/2019,268964.5472,1494.4,1.8,18.03,3000.929932,13082.41016,1.7,2.13,178.4369,182.1026
12/9/2019,269223.5828,1498.7,1.828,18.04,3009.570068,13116.04981,1.7,2.13,178.4069,182.0726
13/09/2019,,1490.9,1.84,17.44,3007.389893,13124.33984,1.7,2.14,,
16/09/2019,271629.0316,1503.1,1.8,17.9,2997.959961,13107.98047,1.7,2.25,178.4069,182.0726
17/09/2019,270772.0153,1505.1,1.8,18.02,3005.699951,13131.41016,1.7,2.3,178.5167,182.1828
18/09/2019,271319.3661,1507.5,1.8,17.8,3006.72998,13119.30957,1.7,2.25,178.6163,182.283
19/09/2019,269736.0644,1498.4,1.794,17.77,3006.790039,13111.25,1.7,1.9,178.786,182.4532
20/09/2019,271873.2472,1507.3,1.8,17.74,2992.070068,13093.79981,1.7,1.9,178.9654,182.6335
23/09/2019,274901.8151,1523.7,1.72,18.6,2991.780029,13085.33008,1.7,1.9,179.125,182.7938
24/09/2019,275641.1185,1532.1,1.8,18.52,2966.600098,12992.25977,1.7,1.9,179.4742,183.1442
25/09/2019,277597.845,1504.6,1.8,17.96,2984.870117,13037.61035,1.7,1.9,179.245,182.9138
26/09/2019,273936.2408,1507.5,1.725,17.8,2977.620117,13028.74023,1.7,1.85,179.6239,183.2944
27/09/2019,273560.6405,1499.1,1.75,17.55,2961.790039,12971.98047,1.7,1.83,179.8733,183.5447
30/09/2019,271696.4479,1465.7,1.85,16.9,2976.73999,13004.74023,1.7,1.9,179.8933,183.5647
1/10/2019,267054.5853,1482,1.78,17.2,2940.25,12835.34961,1.8,1.88,,
2/10/2019,269484.9985,1501,1.85,17.59,2887.610107,12608.42969,1.8,1.85,180.3622,184.0354
3/10/2019,273311.4469,1507.1,1.834,17.58,2910.629883,12685.76953,1.8,1.83,179.8833,183.5547
4/10/2019,274065.4032,1506.2,1.81,17.54,2952.01001,12831.54981,1.8,1.82,179.544,183.2143
7/10/2019,273463.0752,1497.7,1.8,17.46,2938.790039,12777.74023,1.8,1.82,179.4045,183.074
8/10/2019,270206.0677,1497.2,1.8,17.62,2893.060059,12590.91016,1.8,1.82,178.9057,182.5733
9/10/2019,271913.7791,1506.1,1.8,17.73,2919.399902,12691.16016,1.8,1.82,178.4768,182.1427
10/10/2019,272217.8672,1494.8,1.71,17.52,2938.129883,12766,1.8,1.82,178.5566,182.2228
11/10/2019,270174.4692,1482.7,1.79,17.46,2970.27002,12926.91992,1.8,1.82,178.6062,182.2731
14/10/2019,268524.9955,1491.7,1.72,17.63,2966.149902,12896.21973,1.8,1.82,178.6863,182.353
15/10/2019,270048.5209,1477.6,1.75,17.31,2995.679932,13006.04004,1.8,1.9,179.0654,182.7335
16/10/2019,269434.2622,1488,1.721,17.35,2989.689941,12994.88965,1.8,1.9,179.8932,183.5648
17/10/2019,270722.761,1492.3,1.721,17.54,2997.949951,13039.23047,1.8,1.85,179.8933,183.5647
18/10/2019,271567.8941,1488.2,1.84,17.5,2986.199951,13006.63965,1.8,1.85,179.983,183.6549
21/10/2019,271163.7153,1482.4,1.72,17.53,3006.719971,13088.61035,1.8,1.85,179.9731,183.6449
22/10/2019,269823.0048,1481.7,1.76,17.44,2995.98999,13071.86035,1.8,1.85,179.7837,183.4545
23/10/2019,270374.3397,1489.9,1.725,17.52,3004.52002,13114.38965,1.8,1.85,179.6339,183.3044
24/10/2019,270982.3636,1498.9,1.75,17.74,3010.290039,13118.90039,1.8,1.85,179.4246,183.094
25/10/2019,272165.9916,1499.5,1.785,17.86,3022.550049,13146.24023,1.8,1.83,179.3149,182.9838
28/10/2019,272813.5252,1490,1.74,17.82,3039.419922,13186.42969,1.8,1.83,179.4245,183.094
29/10/2019,270803.5539,1487,1.73,17.77,3036.889893,13209.62988,1.8,1.82,179.5143,183.1842
30/10/2019,270325.3523,1493.2,1.75,17.82,3046.77002,13244.00977,1.8,1.82,179.5942,183.2642
31/10/2019,272056.6079,1511.4,1.7,18.01,3037.560059,13171.80957,1.8,1.58,179.6051,183.3179
1/11/2019,273912.5679,1508,1.65,18,3066.909912,13300.26953,2.1,1.57,179.3149,182.9838
4/11/2019,274282.3908,1508,1.692,18.01,3078.27002,13355.44043,2.1,1.56,179.1951,182.8637
5/11/2019,272275.926,1480.8,1.66,17.52,3074.620117,13339.58984,2.1,1.56,178.5066,182.1728
6/11/2019,267562.8302,1490.2,1.71,17.56,3076.780029,13351.57031,2.1,1.55,178.407,182.0726
7/11/2019,269131.4158,1464.2,1.66,16.97,3085.179932,13395.54981,2.1,1.55,178.8061,182.4731
8/11/2019,265685.0772,1461.3,1.56,16.78,3093.080078,13407.79981,2.1,1.55,178.8258,182.4933
11/11/2019,,1455.5,1.61,16.76,3087.01001,13388.12012,2.1,1.55,,
12/11/2019,,1452.1,1.64,16.68,3091.840088,13387.62012,2.1,1.55,,
13/11/2019,263424.6922,1461.7,1.65,16.9,3094.040039,13385.04981,2.1,1.55,178.6266,182.2928
14/11/2019,263474.0231,1471.8,1.628,17.01,3096.629883,13392,2.1,1.55,178.4372,182.1025
15/11/2019,264613.2172,1467.3,1.57,16.93,3120.459961,13492.95996,2.1,1.55,178.4469,182.1126
18/11/2019,264220.051,1470.9,1.6,16.99,3122.030029,13483.80957,2.1,1.55,178.0072,181.6725
19/11/2019,264345.7,1473.3,1.56,17.1,3120.179932,13466.34961,2.1,1.55,177.629,181.2914
20/11/2019,264174.0769,1473.3,1.65,17.1,3108.459961,13419.29981,2.1,1.55,177.4094,181.0712
21/11/2019,263770.9752,1463.1,1.576,17.05,3103.540039,13406.41992,2.1,1.55,177.3996,181.0611
22/11/2019,262809.4493,1463.1,1.56,16.99,3110.290039,13440.9502,2.1,1.55,177.7086,181.3717
25/11/2019,262970.0986,1456.6,1.55,16.87,3133.639893,13532.88965,2.1,1.55,178.0975,181.7623
26/11/2019,262403.2305,1459.8,1.52,17.03,3140.52002,13559.70996,2.1,1.55,178.8857,182.5533
27/11/2019,264422.626,1453.4,1.563,16.91,3153.629883,13607.62012,2.1,1.55,179.5937,183.2645
28/11/2019,263737.0006,1469.7,1.5538,16.97,3128.323975,13509.51797,2.1,1.55,178.9256,182.5934
29/11/2019,262883.546,1465.6,1.563,16.97,3140.97998,13545.20996,2.1,1.56,178.7462,182.4131
2/12/2019,264071.0187,1462.3,1.59,16.84,3113.870117,13448.25977,2.3,1.56,178.9357,182.6033
3/12/2019,264671.0123,1478.2,1.61,17.13,3093.199951,13366.08984,2.3,1.55,179.225,182.8938
4/12/2019,268153.9337,1474,1.556,16.8,3112.76001,13457.96973,2.3,1.55,179.5443,183.2142
5/12/2019,267590.5591,1476.9,1.5,16.94,3117.429932,13482.29981,2.3,1.55,179.3546,183.024
6/12/2019,267559.7283,1459.1,1.5,16.48,3145.909912,13588.29004,2.3,1.55,179.5242,183.1942
9/12/2019,264750.7298,1459.3,1.5,16.53,3135.959961,13555.07031,2.3,1.55,179.315,182.9838
10/12/2019,264882.3865,1462.6,1.492,16.6,3132.52002,13545.30957,2.3,1.55,179.3349,183.0038
11/12/2019,,1469.4,1.5,16.74,3141.629883,13579.91992,2.3,1.55,,
12/12/2019,267239.1959,1466.7,1.5,16.84,3168.570068,13697.41016,2.3,1.55,179.1852,182.8536
13/12/2019,265628.9051,1475.6,1.51,16.91,3168.800049,13697.33984,2.3,1.55,178.8958,182.5633
16/12/2019,267046.3619,1475,1.5,17.02,3191.449951,13795.15039,2.3,1.56,179.1451,182.8137
17/12/2019,267515.0192,1474.6,1.52,16.98,3192.52002,13795.34961,2.3,1.55,179.1749,182.8438
18/12/2019,267338.9958,1472.6,1.5,16.95,3191.139893,13799.20996,2.3,1.55,179.1452,182.8136
19/12/2019,267765.3807,1478.2,1.5,17.06,3205.370117,13831.66992,2.3,1.55,179.175,182.8438
20/12/2019,268032.2004,1474.7,1.45,17.13,3221.219971,13889.25,2.3,1.55,179.3745,183.144
23/12/2019,268400.1738,1482.5,1.474,17.4,3224.01001,13899.99023,2.3,1.55,179.1452,182.8136
24/12/2019,269930.9028,1499.1,1.5,17.76,3223.379883,13895.13965,2.3,1.55,179.3248,182.9939
25/12/2019,,1519.648262,1.4848,17.26,3213.023975,13863.05195,2.3,1.55,,
26/12/2019,272729.9238,1509.3,1.5,17.89,3239.909912,13940.41992,2.3,1.55,179.3445,183.014
27/12/2019,274215.5706,1513.8,1.5,17.85,3240.02002,13944.13965,2.3,1.55,179.3945,183.064
30/12/2019,274762.2125,1514.5,1.51,17.91,3221.290039,13876.15039,2.3,1.55,179.5443,183.2142
31/12/2019,276404.2458,1519.5,1.507,17.83,3230.780029,13913.03027,2.3,1.55,179.6638,183.3345
1/1/2020,275390.7115,1552.4848,1.50036,17.748,3229.004795,13907.35844,2.5,1.55,179.4845,183.154
2/1/2020,275110.7588,1524.5,1.51,17.97,3257.850098,14002.49023,2.5,1.55,179.245,182.9138
3/1/2020,279285.1269,1549.2,1.51,18.07,3234.850098,13917.04981,2.5,1.55,179.3145,183.084
6/1/2020,285968.4138,1566.2,1.55,18.1,3246.280029,13941.79981,2.5,1.55,179.3748,183.0439
7/1/2020,282549.3199,1571.8,1.587,18.32,3237.179932,13898.4502,2.5,1.55,179.3846,183.054
8/1/2020,288445.4997,1557.4,1.7,18.09,3253.050049,13934.44043,2.5,1.55,179.3748,183.0439
9/1/2020,282927.7036,1551.7,1.7,17.86,3274.699951,13997.65039,2.5,1.55,179.6836,183.3546
10/1/2020,,1557.5,1.595,18.03,3265.350098,13957.96973,2.5,1.54,,
13/01/2020,282455.9266,1548.4,1.6,17.93,3288.129883,14042.65039,2.5,1.54,179.4148,183.0839
14/01/2020,278953.6886,1542.4,1.574,17.67,3283.149902,14037.12988,2.5,1.54,179.5642,183.2342
15/01/2020,,1552.1,1.55,17.92,3289.290039,14053.23047,2.5,1.54,,
16/01/2020,282651.0482,1548.5,1.58,17.88,3316.810059,14141.78027,2.5,1.54,179.5942,183.2642
17/01/2020,281879.7732,1558.8,1.6,18.01,3329.620117,14183.2002,2.5,1.55,179.3749,183.0438
20/01/2020,282471.4471,1564.5096,1.5808,17.882,3301.4,14091.59824,2.5,1.55,179.3749,183.0438
21/01/2020,284043.1878,1556.4,1.6,17.75,3320.790039,14109.98047,2.5,1.55,179.3948,183.0639
22/01/2020,281621.3899,1555.3,1.591,17.77,3321.75,14110.24023,2.5,1.55,179.5071,183.1766
23/01/2020,282569.6127,1564.6,1.7,17.77,3325.540039,14102.04004,2.5,1.55,179.557,183.2267
24/01/2020,283295.7799,1571.1,1.625,18.06,3295.469971,13978.46973,2.5,1.55,179.6068,183.2769
27/01/2020,287017.4756,1576.8,1.625,18,3243.629883,13769.59961,2.5,1.55,179.6468,183.3169
28/01/2020,287135.6522,1569.2,1.625,17.4,3276.23999,13877.61035,2.5,1.55,179.6767,183.347
29/01/2020,284197.885,1569.8,1.67,17.43,3273.399902,13843.80957,2.5,1.55,179.6668,183.3369
30/01/2020,286848.7107,1583.5,1.68,17.95,3283.659912,13861.91992,2.5,1.6,179.637,183.3067
31/01/2020,285448.1717,1582.9,1.62,17.97,3225.52002,13614.09961,2.5,1.59,179.6369,183.3068
3/2/2020,287157.0771,1577.2,1.65,17.64,3248.919922,13677.91992,2.3,1.59,179.577,183.2467
4/2/2020,,1550.4,1.65,17.53,3297.590088,13862.83984,2.3,1.59,,
5/2/2020,282201.0588,1557.8,1.68,17.57,3334.689941,14024.86035,2.3,1.59,179.597,183.2667
6/2/2020,282094.5692,1565.1,1.68,17.79,3345.780029,14034.9502,2.3,1.59,179.5471,183.2166
7/2/2020,284043.1621,1568.6,1.68,17.67,3327.709961,13931.92969,2.3,1.58,179.5272,183.1965
10/2/2020,284811.4399,1574.7,1.64,17.76,3352.090088,13984.48047,2.3,1.58,179.557,183.2267
11/2/2020,284588.0117,1565.6,1.636,17.57,3357.75,14054.08008,2.3,1.58,179.5371,183.2066
12/2/2020,284378.4915,1567.4,1.65,17.48,3379.449951,14136.98047,2.3,1.58,179.557,183.2267
13/02/2020,284898.0125,1575.1,1.69,17.6,3373.939941,14099.04004,2.3,1.58,179.5771,183.2466
14/02/2020,285943.6003,1582.7,1.62,17.72,3380.159912,14097.33984,2.3,1.58,179.5671,183.2366
17/02/2020,287174.5882,1623.0192,1.6472,17.626,3368.677978,14074.38418,2.3,1.58,179.5969,183.2668
18/02/2020,287971.2794,1600,1.7,18.13,3370.290039,14039.00977,2.3,1.59,179.6568,183.3269
19/02/2020,290861.2731,1607.5,1.689,18.29,3386.149902,14087.12988,2.3,1.59,179.7266,183.3971
20/02/2020,292809.6616,1616.6,1.7,18.31,3373.22998,14061.48047,2.3,1.59,180.0159,183.6877
21/02/2020,,1644.6,1.73,18.52,3337.75,13975.78027,2.3,1.58,,
24/02/2020,302236.259,1672.4,1.7,18.87,3225.889893,13534.12012,2.3,1.58,179.7367,183.407
25/02/2020,301022.2439,1646.9,1.7,18.18,3128.209961,13143.73047,2.3,1.58,179.8264,183.4972
26/02/2020,298398.433,1640,1.7,17.83,3116.389893,13046.62012,2.3,1.58,179.8165,183.4872
27/02/2020,299901.6466,1640,1.69,17.66,2978.76001,12547.25,2.3,1.58,179.8266,183.4971
28/02/2020,298653.6141,1564.1,1.65,16.39,2954.219971,12380.96973,2.3,1.58,179.9662,183.6374
2/3/2020,290496.8585,1592.3,1.62,16.68,3090.22998,12827.99023,1.5,1.59,180.0062,183.6774
3/3/2020,290980.7063,1642.1,1.69,17.13,3003.370117,12542.74023,1.5,1.59,180.1558,183.8278
4/3/2020,299513.113,1641.1,1.7,17.19,3130.120117,13009.95996,1.5,1.09,180.2057,183.8779
5/3/2020,298366.9877,1666.4,1.7,17.34,3023.939941,12593.03027,1.5,1.09,180.1759,183.8477
6/3/2020,303817.3542,1670.8,1.69,17.21,2972.370117,12352.03027,1.5,1.09,180.0161,183.6875
9/3/2020,,1674.5,1.58,17,2746.560059,11298.42969,1.5,1.09,,
10/3/2020,303462.4354,1659.1,1.63,16.91,2882.22998,11793.26953,1.5,1.09,180.096,183.7676
11/3/2020,302242.1927,1641.4,1.61,16.73,2741.379883,11177.29004,1.5,1.09,180.6547,184.3288
12/3/2020,298560.0232,1589.3,1.586,15.96,2480.639893,10060.75977,1.5,1.1,180.6847,184.3588
13/03/2020,285704.252,1515.7,1.58,14.46,2711.02002,10851.74023,1.5,1.1,181.2135,185.0899
16/03/2020,,1485.9,1.505,12.77,2386.129883,9567.530273,1.5,0.25,,
17/03/2020,273661.3893,1524.9,1.53,12.47,2529.189941,10063.36035,1.5,0.25,182.5795,186.6635
18/03/2020,283550.185,1477.3,1.5,11.73,2398.100098,9384.599609,1.5,0.25,183.149,187.2339
19/03/2020,274185.2433,1478.6,1.5,12.1,2409.389893,9461.30957,1.5,0.2,184.117,188.2057
20/03/2020,277304.5254,1484,1.5,12.35,2304.919922,9133.160156,1.5,0.15,185.385,189.8775
23/03/2020,279400.44,1567,1.393,13.23,2237.399902,8777.379883,1.5,0.15,,
24/03/2020,294505.8325,1660.2,1.4,14.23,2447.330078,9658.320313,1.5,0.12,185.9354,190.6188
25/03/2020,305811.0148,1632.3,1.44,14.84,2475.560059,9961.379883,1.5,0.1,,
26/03/2020,303239.9968,1650.1,1.44,14.64,2630.070068,10536.28027,1.5,0.1,,
27/03/2020,307664.4158,1623.9,1.43,14.5,2541.469971,10187.20996,1.5,0.1,187.103,191.9902
30/03/2020,308144.1894,1622,1.44,13.9,2626.649902,10434.74023,1.5,0.09,187.4091,192.5025
31/03/2020,305139.7458,1583.4,1.44,14.1,2584.590088,10301.87012,1.5,0.08,187.3584,192.453
1/4/2020,300778.3204,1578.2,1.44,13.93,2470.5,9844.849609,0.3,0.06,187.5584,192.653
2/4/2020,301405.436,1625.7,1.44,14.6,2526.899902,10062.37012,0.3,0.05,187.7084,192.803
3/4/2020,307930.2,1633.7,1.44,14.44,2488.649902,9880.629883,0.3,0.05,188.5584,193.753
6/4/2020,315494.7532,1677,1.45,15.11,2663.679932,10515.24023,0.3,0.05,193.3598,199.4042
7/4/2020,,1664.8,1.419,15.42,2659.409912,10537.04004,0.3,0.05,,
8/4/2020,327248.5005,1665.4,1.49,15.15,2749.97998,10902.58984,0.3,0.05,193.9572,200.4652
9/4/2020,329178.2171,1736.2,1.45,15.99,2789.820068,11136.61035,0.3,0.05,194.2034,200.474
10/4/2020,,1738.3424,1.4498,15.222,2670.307959,10594.42207,0.3,0.05,,
13/04/2020,,1744.8,1.46,15.48,2761.629883,10949.53027,0.3,0.05,,
14/04/2020,,1756.7,1.5,16.07,2846.060059,11172.2002,0.3,0.05,,
15/04/2020,332167.3584,1727.2,1.445,15.45,2783.360107,10843.91992,0.3,0.05,188.5124,195.7834
16/04/2020,328801.8126,1720.4,1.445,15.56,2799.550049,10818.03027,0.3,0.05,189.3356,195.5796
17/04/2020,329432.4437,1689.2,1.46,15.24,2874.560059,11208.29004,0.3,0.05,188.4656,195.4796
20/04/2020,322210.6956,1701.6,1.46,15.56,2823.159912,11003.87988,0.3,0.05,189.6324,196.6534
21/04/2020,329374.9588,1678.2,1.63,14.82,2736.560059,10706.44043,0.3,0.05,190.1895,197.2168
22/04/2020,325064.731,1728.7,1.53,15.28,2799.310059,10908.55957,0.3,0.05,190.78,197.85
23/04/2020,329659.075,1733.3,1.716,15.35,2797.800049,10916.67969,0.3,0.04,191.7,198.2
24/04/2020,330819.2064,1723.5,1.58,15.25,2836.73999,11017.90039,0.3,0.05,190.6982,197.6483
27/04/2020,330675.0912,1711.9,1.58,15.2,2878.47998,11264.83984,0.3,0.04,189.69,196.07
28/04/2020,327834.276,1710.5,1.6,15.16,2863.389893,11319.7002,0.3,0.04,190.45,196.05
29/04/2020,329852.17,1703.4,1.6,15.16,2939.51001,11618.23047,0.3,0.04,189.81,195.89
30/04/2020,329935.1758,1684.2,1.677,14.9,2912.429932,11372.33984,0.3,0.05,190.42,195.82
1/5/2020,,1694.5,1.624,14.86,2830.709961,11058.57031,0.1,0.05,,
4/5/2020,325946.3284,1706.9,1.6,14.72,2842.73999,11056.28027,0.1,0.05,188.3788,194.1158
5/5/2020,323078.4631,1704.4,1.55,15.06,2868.439941,11135.40039,0.1,0.05,185.81,191.71
6/5/2020,321908.6417,1684.2,1.56,14.99,2848.419922,10999.99023,0.1,0.05,186.54,191.5
7/5/2020,,1721.8,1.56,15.56,2881.189941,11121.66992,0.1,0.05,,
8/5/2020,,1709.9,1.564,15.74,2929.800049,11354.33984,0.1,0.05,,
11/5/2020,321794.2706,1695.3,1.58,15.64,2930.189941,11281.37012,0.1,0.05,184.36,190.16
12/5/2020,319192.083,1704.4,1.56,15.69,2870.120117,11055.58008,0.1,0.05,184.63,190.12
13/05/2020,320922.0112,1713.9,1.56,15.66,2820,10829.44043,0.1,0.05,184.54,190.34
14/05/2020,322608.121,1738.1,1.55,16.14,2852.5,10927.41016,0.1,0.05,185.14,190.34
15/05/2020,325797.69,1753.4,1.55,17.05,2863.699951,10947.32031,0.1,0.05,184.89,189.99
18/05/2020,331130.4862,1731.8,1.55,17.46,2953.909912,11402.23047,0.1,0.05,184.74,189.94
19/05/2020,326418.3713,1744.2,1.65,17.89,2922.939941,11248.96973,0.1,0.05,184.63,189.73
20/05/2020,328111.1902,1750.6,1.65,18,2971.610107,11420.04004,0.1,0.05,184.5,189.6
21/05/2020,326725.3439,1720.5,1.58,17.33,2948.51001,11351.59961,0.1,0.05,184.15,189.25
22/05/2020,322631.8753,1734.6,1.6,17.66,2955.449951,11331.96973,0.1,0.05,183.81,188.81
25/05/2020,,1716.6952,1.606,17.668,2950.483984,11350.96191,0.1,0.05,,
26/05/2020,321499.3205,1704.8,1.6,17.57,2991.77002,11603,0.1,0.05,183.16,188.06
27/05/2020,318387.987,1710.3,1.58,17.69,3036.129883,11837.53027,0.1,0.05,183.3,188.4
28/05/2020,319135.9529,1713.3,1.65,17.9,3029.72998,11804.91016,0.1,0.05,183.51,188.61
29/05/2020,320437.612,1736.9,1.61,18.44,3044.310059,11802.9502,0.1,0.05,183.52,188.62
1/6/2020,323778.8645,1737.8,1.61,18.77,3055.72998,11900.24023,0.6,0.05,183.51,188.61
2/6/2020,323771.5192,1725.2,1.63,18.21,3080.820068,12046.41016,0.6,0.06,183.42,188.42
3/6/2020,320945.1601,1697.8,1.61,17.92,3122.870117,12302.19043,0.6,0.06,183.37,188.27
4/6/2020,316738.3751,1718.9,1.7,18.02,3112.350098,12286.98047,0.6,0.06,183.27,188.07
5/6/2020,,1676.2,1.7,17.44,3193.929932,12641.44043,0.6,0.07,,
8/6/2020,312995.6876,1698.3,1.73,17.87,3232.389893,12836.59961,0.6,0.07,182.86,187.86
9/6/2020,314088.2911,1714.7,1.73,17.77,3207.179932,12619.51953,0.6,0.07,182.6,187.6
10/6/2020,317878.5953,1713.3,1.7,17.78,3190.139893,12449.21973,0.6,0.08,182.5,187.5
11/6/2020,320732.4801,1732,1.65,17.87,3002.100098,11659.16992,0.6,0.08,182.55,187.55
12/6/2020,319553.7878,1729.3,1.7,17.46,3041.310059,11867.16992,0.6,0.08,182.64,187.64
15/06/2020,320777.0485,1720.3,1.74,17.38,3066.590088,11942.91016,0.6,0.09,182.74,187.74
16/06/2020,321340.5167,1729.6,1.69,17.63,3124.73999,12161.46973,0.6,0.09,183.32,188.22
17/06/2020,320746.0316,1729.2,1.69,17.76,3113.48999,12086.49023,0.6,0.09,183.61,188.41
