date,gold_price_lkr,gold_price_usd,gold_reserves_us,silver_price,s&p_500,ny_stock_ex_rate,inflation_rate_us,fed_rate,buying_exchange_rates,selling_exchange_rates
2/1/2014,158636.7799,1225,3.36,20.1,1831.97998,10283.41992,1.6,0.08,129.27,132.23
3/1/2014,160947.6364,1238.4,3.39,20.18,1831.369995,10296.76953,1.6,0.08,129.25,132.21
6/1/2014,162422.8858,1237.8,3.4,20.08,1826.77002,10270.04981,1.6,0.08,129.26,132.22
7/1/2014,162412.0626,1229.4,3.36,19.76,1837.880005,10327.33008,1.6,0.07,129.24,132.2
8/1/2014,160678.0742,1225.3,3.55,19.52,1837.48999,10320.91016,1.6,0.07,129.35,132.23
9/1/2014,160417.0856,1229.3,3.94,19.66,1838.130005,10325.74023,1.6,0.07,129.37,132.25
10/1/2014,160949.3095,1246.7,3.89,20.2,1842.369995,10371.12988,1.6,0.07,129.31,132.19
13/01/2014,163626.9605,1250.9,3.83,20.36,1819.199951,10256.15039,1.6,0.07,129.29,132.17
14/01/2014,,1245.2,3.81,20.25,1838.880005,10343.08008,1.6,0.07,,
15/01/2014,,1238.1,3.66,20.1,1848.380005,10385.38965,1.6,0.07,,
16/01/2014,162141.3283,1240,3.7,20.02,1845.890015,10376.23047,1.6,0.07,129.28,132.16
17/01/2014,162518.515,1251.7,3.6,20.27,1838.699951,10343.45996,1.6,0.07,129.3,132.1
20/01/2014,164318.5594,1252.4992,3.72,20.2,1838.209985,10340.86211,1.6,0.07,129.29,132.17
21/01/2014,163813.2104,1242.3,3.6,19.84,1843.800049,10366.00977,1.6,0.07,129.3,132.18
22/01/2014,162489.9729,1239,3.72,19.81,1844.859985,10368.88965,1.6,0.07,129.36,132.24
23/01/2014,161321.4115,1262.6,3.65,19.99,1828.459961,10269.38965,1.6,0.07,129.36,132.24
24/01/2014,164864.6509,1264.5,3.7,19.74,1790.290039,10034.44043,1.6,0.07,129.35,132.23
27/01/2014,166528.8633,1263.6,3.65,19.77,1781.560059,9981.349609,1.6,0.07,129.28,132.16
28/01/2014,164571.001,1251,3.8,19.48,1792.5,10066.83984,1.6,0.07,129.35,132.23
29/01/2014,163903.5602,1262.2,3.75,19.53,1774.199951,9962.919922,1.6,0.07,129.37,132.25
30/01/2014,165116.9157,1242.2,3.76,19.11,1794.189941,10048.69043,1.6,0.07,129.32,132.2
31/01/2014,162487.429,1238.4,3.63,19.1,1782.589966,9967.650391,1.6,0.07,129.28,132.16
3/2/2014,162744.8331,1260.4,3.48,19.39,1741.890015,9741.580078,1.1,0.07,129.31,132.19
4/2/2014,,1251.7,3.603,19.4,1755.199951,9816.969727,1.1,0.07,,
5/2/2014,164070.6784,1257.3,3.4,19.78,1751.640015,9809.030273,1.1,0.07,129.3,132.18
6/2/2014,164184.0871,1257.6,3.4,19.91,1773.430054,9940.219727,1.1,0.07,129.27,132.15
7/2/2014,164599.0151,1263.3,3.34,19.92,1797.02002,10055.33984,1.1,0.06,129.25,132.13
10/2/2014,165895.0079,1274.8,3.49,20.1,1799.839966,10050.40039,1.1,0.07,129.29,132.17
11/2/2014,167921.997,1290.1,3.566,20.14,1819.75,10170.37012,1.1,0.06,129.33,132.21
12/2/2014,168304.016,1295.3,3.5,20.33,1819.26001,10173.76953,1.1,0.07,129.36,132.24
13/02/2014,169000.4737,1300.4,3.45,20.39,1829.829956,10228.58008,1.1,0.06,129.37,132.25
14/02/2014,,1319,3.48,21.41,1838.630005,10282.53027,1.1,0.06,,
17/02/2014,173601.4715,1324.204,3.4972,20.474,1821.461987,10181.13008,1.1,0.06,129.35,132.23
18/02/2014,173119.5504,1324.7,3.4,21.89,1840.76001,10319.12012,1.1,0.07,129.37,132.25
19/02/2014,172341.1625,1320.6,3.2,21.84,1828.75,10254.24023,1.1,0.07,129.38,132.26
20/02/2014,171628.7483,1317.1,3.21,21.68,1839.780029,10316.88965,1.1,0.07,129.4,132.28
21/02/2014,172710.2064,1323.9,3.25,21.78,1836.25,10306.90039,1.1,0.07,129.46,132.34
24/02/2014,173075.5667,1338.3,3.24,22.05,1847.609985,10369.51953,1.1,0.07,129.47,132.35
25/02/2014,174696.6591,1343,3.33,21.96,1845.119995,10353.78027,1.1,0.07,129.54,132.42
26/02/2014,175399.3479,1328.2,3.26,21.25,1845.160034,10349.95996,1.1,0.07,129.59,132.47
27/02/2014,,1331.6,3.26,21.31,1854.290039,10397.80957,1.1,0.07,,
28/02/2014,174486.5156,1321.4,3.25,21.2,1859.449951,10425.86035,1.1,0.06,129.59,132.47
3/3/2014,175817.8053,1350.1,3.26,21.45,1845.72998,10329.79004,1.5,0.07,129.36,132.24
4/3/2014,176433.7623,1337.8,3.19,21.19,1873.910034,10489.96973,1.5,0.07,129.2,132.08
5/3/2014,174638.4913,1340.2,3.11,21.24,1873.810059,10482.83984,1.5,0.08,129.18,132.06
6/3/2014,174670.4507,1351.7,3.25,21.54,1877.030029,10525.51953,1.5,0.08,129.17,132.05
7/3/2014,176223.0406,1338.1,3.28,20.9,1878.040039,10511.91016,1.5,0.08,129.16,132.04
10/3/2014,174115.5314,1341.4,3.03,20.88,1877.170044,10486.15039,1.5,0.08,129.15,132.02
11/3/2014,174969.543,1346.5,3.15,20.78,1867.630005,10425.63965,1.5,0.08,129.12,132
12/3/2014,177104.9428,1370.3,3.13,21.33,1868.199951,10418.99023,1.5,0.08,129.12,132
13/03/2014,179213,1372.2,3.19,21.17,1846.339966,10297.74023,1.5,0.08,129.14,132.02
14/03/2014,179565.3014,1379,3.19,21.38,1841.130005,10285.08008,1.5,0.08,129.2,132.1
17/03/2014,180621.8827,1372.9,3.23,21.25,1858.829956,10377.01953,1.5,0.08,129.16,132.04
18/03/2014,177664.8641,1359,3.26,20.84,1872.25,10441.4502,1.5,0.08,129.16,132.04
19/03/2014,177298.9139,1341.4,3.32,20.8,1860.77002,10359.50977,1.5,0.08,129.14,132.02
20/03/2014,173821.5659,1330.5,3.29,20.4,1872.01001,10400.7002,1.5,0.08,129.14,132.02
21/03/2014,174257.5021,1336,3.4,20.29,1866.52002,10392.21973,1.5,0.08,129.16,132.04
24/03/2014,173180.9866,1311.2,3.4,20.04,1857.439941,10362.05957,1.5,0.09,129.16,132.04
25/03/2014,171543.0561,1311.4,3.25,19.95,1865.619995,10417.05957,1.5,0.09,129.17,132.05
26/03/2014,171413.9338,1303.4,3.25,19.76,1852.560059,10359.36035,1.5,0.08,129.2,132.08
27/03/2014,170487.204,1294.7,3.25,19.69,1849.040039,10373.44043,1.5,0.08,129.23,132.11
28/03/2014,169114.4063,1293.8,3.25,19.77,1857.619995,10434.87012,1.5,0.08,129.23,132.11
31/03/2014,169523.7013,1283.4,3.25,19.73,1872.339966,10527.76953,1.5,0.06,129.29,132.17
1/4/2014,167802.4625,1279.6,3.118,19.67,1885.52002,10584.30957,2,0.08,129.29,132.17
2/4/2014,167739.3198,1290.5,3.12,20.03,1890.900024,10616.87012,2,0.09,129.29,132.17
3/4/2014,168820.783,1284.4,3.05,19.79,1888.77002,10598.48047,2,0.08,129.27,132.15
4/4/2014,168043.2332,1303.2,3.25,19.93,1865.089966,10517.04981,2,0.08,129.29,131.97
7/4/2014,170155.4478,1298,3.28,19.89,1845.040039,10407.41992,2,0.09,129.21,132.09
8/4/2014,169870.1365,1308.7,3.111,20.04,1851.959961,10452.00977,2,0.08,129.24,132.12
9/4/2014,171241.3557,1305.5,3.3,19.75,1872.180054,10554.94043,2,0.08,129.14,132.02
10/4/2014,171783.4316,1320.1,3.205,20.08,1833.079956,10366.80957,2,0.08,129.15,132.03
11/4/2014,172368.8893,1318.7,3.15,19.93,1815.689941,10280.94043,2,0.09,129.14,132.02
14/04/2014,,1327.2,3.11,19.938,1830.609985,10359.41992,2,0.09,,
15/04/2014,,1300,3,19.48,1842.97998,10401.98047,2,0.1,,
16/04/2014,169561.0045,1303.1,3.124,19.62,1862.310059,10505.79004,2,0.09,129.14,132.02
17/04/2014,169938.3624,1293.4,2.95,19.59,1864.849976,10532.83008,2,0.09,129.14,132.02
18/04/2014,,1285.604,3.0668,19.7116,1843.287988,10416.19219,2,0.1,,
21/04/2014,167866.71,1288,2.95,19.34,1871.890015,10559.34961,2,0.1,129.14,132.02
22/04/2014,168135.2011,1280.6,2.95,19.35,1879.550049,10599.01953,2,0.1,129.15,132.03
23/04/2014,167791.411,1284.2,3.13,19.43,1875.390015,10581.88965,2,0.1,129.14,132.02
24/04/2014,167966.3662,1290.5,2.976,19.68,1878.609985,10575.91016,2,0.1,129.15,132.03
25/04/2014,168797.8999,1300.7,3.179,19.68,1863.400024,10505.00977,2,0.09,129.16,132.04
28/04/2014,170451.2804,1298.9,2.978,19.58,1869.430054,10526.51953,2,0.09,129.16,132.04
29/04/2014,169222.6177,1296,3,19.49,1878.329956,10583.65039,2,0.1,129.14,132.02
30/04/2014,169167.1347,1295.6,3,19.12,1883.949951,10627.16992,2,0.09,129.16,132.04
1/5/2014,,1283.1,3.199,18.99,1883.680054,10629.33984,2.1,0.09,,
2/5/2014,167631.0625,1302.6,3.2,19.49,1881.140015,10629.99023,2.1,0.09,129.17,132.05
5/5/2014,170734.2884,1309,3.161,19.52,1884.660034,10630.13965,2.1,0.09,129.17,132.05
6/5/2014,171052.697,1308.3,3.24,19.6,1867.719971,10568.67969,2.1,0.09,129.17,132.05
7/5/2014,171334.14,1288.6,3.201,19.3,1878.209961,10626.83984,2.1,0.08,129.16,132.04
8/5/2014,168500.12,1287.4,3.228,19.09,1875.630005,10610.65039,2.1,0.08,129.16,132.03
9/5/2014,168413.3045,1287.3,3.32,19.08,1878.47998,10606.69043,2.1,0.08,129.1,131.98
12/5/2014,167939.5609,1295.6,3.48,19.5,1896.650024,10703.5,2.1,0.08,129.04,131.91
13/05/2014,168886.2138,1294.6,3.48,19.5,1897.449951,10702.86035,2.1,0.09,128.96,131.83
14/05/2014,,1305.7,3.45,19.74,1888.530029,10656.12012,2.1,0.08,,
15/05/2014,,1293.5,3.31,19.45,1870.849976,10568.37012,2.1,0.09,,
16/05/2014,168979.5352,1293.3,3.33,19.29,1877.859985,10603.17969,2.1,0.09,128.96,131.83
19/05/2014,168778.5605,1293.7,3.28,19.32,1885.079956,10618.63965,2.1,0.09,128.9,131.77
20/05/2014,168652.0295,1294.5,3.42,19.37,1872.829956,10541.9502,2.1,0.09,128.89,131.76
21/05/2014,168691.1774,1288,3.05,19.31,1888.030029,10620.44043,2.1,0.09,128.94,131.81
22/05/2014,168464.9897,1294.9,3.039,19.49,1892.48999,10644.51953,2.1,0.09,128.9,131.78
23/05/2014,168676.135,1291.6,3.06,19.39,1900.530029,10681.87012,2.1,0.09,128.9,131.78
26/05/2014,168674.9055,1254.6168,3.1698,19.376,1887.791992,10621.48398,2.1,0.09,128.93,131.8
27/05/2014,168604.0309,1265.4,3.039,19.04,1911.910034,10720.62012,2.1,0.09,128.93,131.8
28/05/2014,164873.7293,1259.3,3.05,19.03,1909.780029,10702.73047,2.1,0.09,128.92,131.79
29/05/2014,163925.3173,1256.3,3.1,18.98,1920.030029,10752.11035,2.1,0.09,128.96,131.83
30/05/2014,164083.4409,1245.6,3.37,18.65,1923.569946,10756.30957,2.1,0.08,129,131.88
2/6/2014,162669.9479,1243.7,3.1,18.71,1924.969971,10772.00977,2.1,0.09,128.97,131.84
3/6/2014,162249.2295,1244.3,3.2,18.73,1924.23999,10770.33008,2.1,0.1,128.95,131.82
4/6/2014,162385.7549,1244,3.14,18.77,1927.880005,10776.78027,2.1,0.09,128.89,131.77
5/6/2014,162120.1174,1253,3.4,19.06,1940.459961,10847.69043,2.1,0.09,128.87,131.47
6/6/2014,163460.2946,1252.1,3.1,18.96,1949.439941,10904.21973,2.1,0.09,128.84,131.71
9/6/2014,163243.4327,1253.5,3.36,19.05,1951.27002,10918.62012,2.1,0.09,128.82,131.69
10/6/2014,163378.9813,1259.8,3.2,19.15,1950.790039,10914.2002,2.1,0.09,128.82,131.69
11/6/2014,164446.737,1260.8,3.25,19.15,1943.890015,10872.69043,2.1,0.09,128.82,131.69
12/6/2014,,1273.6,3.35,19.51,1930.109985,10825.03027,2.1,0.09,,
13/06/2014,165844.6323,1273.7,3.16,19.64,1936.160034,10856.21973,2.1,0.1,128.83,131.7
16/06/2014,166847.1756,1274.9,3.3,19.7,1937.780029,10863.21973,2.1,0.1,128.81,131.69
17/06/2014,165613.9736,1271.7,3.3,19.72,1941.98999,10886.00977,2.1,0.1,128.81,131.68
18/06/2014,165417.892,1272.4,3.15,19.77,1956.97998,10975.54004,2.1,0.1,128.81,131.68
19/06/2014,166274.3311,1313.7,3.244,20.64,1959.47998,11003.08008,2.1,0.1,128.81,131.68
20/06/2014,170940.5087,1316.2,3.246,20.94,1962.869995,11018.11035,2.1,0.1,128.85,131.72
23/06/2014,171054.7712,1318,3.385,20.91,1962.609985,11014.08984,2.1,0.1,128.84,131.71
24/06/2014,171550.7972,1320.9,3.38,21.04,1949.97998,10921.99023,2.1,0.1,128.85,131.72
25/06/2014,171364.4486,1322.2,3.39,21.11,1959.530029,10962.87012,2.1,0.1,128.86,131.73
26/06/2014,171715.2849,1316.1,3.4,21.1,1957.219971,10949.4502,2.1,0.1,128.86,131.73
27/06/2014,171697.9979,1319,3.42,21.08,1960.959961,10974.42969,2.1,0.1,128.87,131.74
30/06/2014,171438.0783,1321.8,3.35,21.01,1960.22998,10979.41992,2.1,0.09,128.9,131.77
1/7/2014,173056.1061,1326.4,3.42,21.07,1973.319946,11046.61035,2,0.1,128.89,131.76
2/7/2014,172700.9454,1330.7,3.43,21.25,1974.619995,11050.33984,2,0.1,128.88,131.75
3/7/2014,172270.1696,1320.4,3.36,21.09,1985.439941,11104.71973,2,0.09,128.87,131.74
4/7/2014,171877.0505,1321.396,3.396,21.1,1970.913965,11031.10391,2,0.09,128.86,131.73
7/7/2014,171529.3255,1316.5,3.37,20.97,1977.650024,11035.80957,2,0.1,128.84,131.71
8/7/2014,171752.4371,1316,3.38,20.97,1963.709961,10963.16016,2,0.09,128.82,131.69
9/7/2014,171917.503,1323.8,3.36,21.02,1972.829956,11005.5,2,0.09,128.82,131.69
10/7/2014,173147.9538,1338.7,3.35,21.46,1964.680054,10941.33984,2,0.09,128.8,131.68
11/7/2014,174258.3089,1337,3.45,21.41,1967.569946,10936.34961,2,0.09,128.79,131.66
14/07/2014,173966.079,1306.3,3.45,20.86,1977.099976,10991.46973,2,0.09,128.75,131.62
15/07/2014,170154.9821,1296.9,3.4,20.84,1973.280029,10965.62988,2,0.09,128.75,131.62
16/07/2014,168752.334,1299.6,3.4,20.73,1981.569946,11017.87012,2,0.09,128.74,131.61
17/07/2014,169444.2391,1316.7,3.4,21.09,1958.119995,10890.44043,2,0.09,128.74,131.62
18/07/2014,171258.57,1309.2,3.41,20.84,1978.219971,10985.91992,2,0.09,128.77,131.64
21/07/2014,170729.095,1313.7,3.43,20.97,1973.630005,10957.66992,2,0.1,128.8,131.67
22/07/2014,171027.0935,1306.1,3.49,20.97,1983.530029,11016.24023,2,0.09,128.8,131.67
23/07/2014,170446.4169,1304.5,3.55,20.95,1987.01001,11023.90039,2,0.09,128.81,131.68
24/07/2014,169168.4023,1290.6,3.89,20.38,1987.97998,11038.55957,2,0.09,128.79,131.66
25/07/2014,168314.7246,1303.1,4.02,20.59,1978.339966,10985.80957,2,0.09,128.77,131.64
28/07/2014,169743.732,1303.3,4.15,20.53,1978.910034,10987.24023,2,0.09,128.74,131.62
29/07/2014,,1298.3,4.23,20.55,1969.949951,10936.7002,2,0.09,,
30/07/2014,169193.0548,1294.9,4.15,20.56,1970.069946,10929.79004,2,0.09,128.75,131.62
31/07/2014,168544.0829,1281.3,3.964,20.37,1930.670044,10726.42969,2,0.08,128.75,131.62
1/8/2014,167204.2828,1293.6,4.05,20.33,1925.150024,10692.16992,1.7,0.09,128.75,131.63
4/8/2014,168283.5937,1287.7,3.95,20.19,1938.98999,10766.67969,1.7,0.09,128.76,131.63
5/8/2014,167862.6229,1284,4.25,19.79,1920.209961,10657.32031,1.7,0.09,128.76,131.63
6/8/2014,167936.2592,1306.7,4.051,19.99,1920.23999,10653.41992,1.7,0.09,128.76,131.63
7/8/2014,170168.5018,1310.8,4.15,19.95,1909.569946,10583.79004,1.7,0.09,128.75,131.62
8/8/2014,171123.2506,1308.9,4.1,19.9,1931.589966,10691.09961,1.7,0.09,128.74,131.62
11/8/2014,170132.9768,1308.5,3.949,20.06,1936.920044,10722.79004,1.7,0.09,128.72,131.59
12/8/2014,170145.152,1308.8,3.95,19.87,1933.75,10705.78027,1.7,0.09,128.73,131.6
13/08/2014,170373.1435,1312.8,4.15,19.81,1946.719971,10756.17969,1.7,0.09,128.75,131.62
14/08/2014,170816.3153,1313.9,4.09,19.87,1955.180054,10802.62988,1.7,0.09,128.75,131.62
15/08/2014,170704.3647,1304.5,4.1,19.49,1955.060059,10796.04004,1.7,0.09,128.73,131.6
18/08/2014,169150.5976,1297.7,4.2,19.6,1971.73999,10886.50977,1.7,0.09,128.72,131.59
19/08/2014,169114.0428,1295.1,4.07,19.39,1981.599976,10929.66016,1.7,0.09,128.72,131.59
20/08/2014,168686.8684,1293.4,4.145,19.47,1986.51001,10949.48047,1.7,0.09,128.71,131.58
21/08/2014,167902.9581,1273.7,4,19.39,1992.369995,10982.83008,1.7,0.09,128.74,131.61
22/08/2014,166493.7382,1278.6,4.2,19.36,1988.400024,10947.33008,1.7,0.09,128.74,131.61
25/08/2014,166419.9854,1277.3,4.29,19.34,1997.920044,11005.36035,1.7,0.09,128.74,131.61
26/08/2014,166478.3006,1283.8,4.25,19.37,2000.02002,11025.37012,1.7,0.09,128.74,131.61
27/08/2014,167182.2928,1281.9,4.158,19.4,2000.119995,11037.88965,1.7,0.09,128.74,131.61
28/08/2014,167460.8244,1288.7,4.28,19.53,1996.73999,11009.7002,1.7,0.09,128.75,131.62
29/08/2014,167816.392,1285.8,4.15,19.4,2003.369995,11046.29004,1.7,0.07,128.75,131.63
1/9/2014,167500.928,1261.5984,4.2256,19.408,1999.634009,11024.92207,1.7,0.07,128.75,131.62
2/9/2014,167107.0431,1263.7,4.292,19.07,2002.280029,11038.12012,1.7,0.09,128.75,131.62
3/9/2014,165040.6967,1268.9,4.13,19.11,2000.719971,11063.54981,1.7,0.09,128.75,131.62
4/9/2014,165658.1675,1265.1,4.186,19.06,1997.650024,11030.40039,1.7,0.09,128.74,131.61
5/9/2014,164493.0376,1265.8,4.29,19.08,2007.709961,11073.41016,1.7,0.09,128.75,131.63
8/9/2014,,1252.7,4.14,18.89,2001.540039,11007.38965,1.7,0.09,,
9/9/2014,163628.85,1246.8,4.18,18.84,1988.439941,10945.61035,1.7,0.09,128.75,131.62
10/9/2014,163431.0801,1243.5,4.25,18.86,1995.689941,10972.20996,1.7,0.09,128.76,131.63
11/9/2014,162474.948,1237.4,4.25,18.53,1997.449951,10975.99023,1.7,0.09,128.78,131.65
12/9/2014,160722.7099,1229.9,4.15,18.55,1985.540039,10911.38965,1.7,0.09,128.81,131.68
15/09/2014,160478.904,1233.6,4.1,18.56,1984.130005,10909.30957,1.7,0.09,128.8,131.67
16/09/2014,161188.2786,1235.2,4.14,18.66,1998.97998,10980.13965,1.7,0.09,128.8,131.67
17/09/2014,161224.8942,1234.4,4.04,18.66,2001.569946,10973.74023,1.7,0.09,128.81,131.68
18/09/2014,159339.8926,1225.7,4.1,18.45,2011.359985,11024.05957,1.7,0.09,128.81,131.68
19/09/2014,159231.8756,1215.3,4.129,17.78,2010.400024,10989.57031,1.7,0.09,128.81,131.68
22/09/2014,158005.5382,1216.8,3.946,17.7,1994.290039,10892.63965,1.7,0.09,128.8,131.67
23/09/2014,158637.7538,1221,4.05,17.71,1982.77002,10815.41992,1.7,0.09,128.83,131.7
24/09/2014,159137.224,1218.6,3.97,17.64,1998.300049,10885.59961,1.7,0.09,128.85,131.72
25/09/2014,158166.2725,1221.2,4.13,17.38,1965.98999,10722.20996,1.7,0.09,128.83,131.7
26/09/2014,159502.4058,1214.1,4.12,17.48,1982.849976,10798.87988,1.7,0.09,128.87,131.74
29/09/2014,158902.5158,1217.5,3.88,17.52,1977.800049,10749.04981,1.7,0.08,128.9,131.77
30/09/2014,158641.5863,1210.5,4.15,17.01,1972.290039,10702.92969,1.7,0.07,128.99,131.86
1/10/2014,157340.3176,1214.6,4.03,17.21,1946.160034,10571.54981,1.7,0.09,129.2,132.08
2/10/2014,158841.7565,1214.2,3.94,17,1946.170044,10555.70996,1.7,0.09,129.13,132.01
3/10/2014,158243.6242,1192.2,3.95,16.78,1967.900024,10635.49023,1.7,0.09,128.95,131.82
6/10/2014,,1206.7,3.9,17.18,1964.819946,10647.50977,1.7,0.09,,
7/10/2014,156944.8916,1211.7,3.98,17.19,1935.099976,10484.54981,1.7,0.09,128.87,131.74
8/10/2014,,1205.3,3.89,17.01,1968.890015,10645.66992,1.7,0.09,,
9/10/2014,159522.2917,1224.6,3.84,17.37,1928.209961,10409.37988,1.7,0.08,128.86,131.73
10/10/2014,159217.7612,1221,3.832,17.25,1906.130005,10293.13965,1.7,0.09,128.91,131.78
13/10/2014,160890.771,1229.3,3.8,17.29,1874.73999,10166.74023,1.7,0.09,128.95,131.82
14/10/2014,161163.975,1233.6,3.68,17.35,1877.699951,10185.91016,1.7,0.09,129.11,131.99
15/10/2014,160131.9773,1244.1,3.8,17.42,1862.48999,10109.69043,1.7,0.09,129.12,132
16/10/2014,161998.9876,1240.5,3.68,17.39,1862.76001,10123.73047,1.7,0.09,129.2,132.08
17/10/2014,161735.04,1238.3,3.675,17.28,1886.76001,10250.54004,1.7,0.09,129.21,132.09
20/10/2014,161454.25,1244,3.69,17.3,1904.01001,10327.33984,1.7,0.09,129.21,132.09
21/10/2014,162797.0878,1251,3.67,17.5,1941.280029,10500.78027,1.7,0.09,129.29,132.17
22/10/2014,,1244.8,3.42,17.19,1927.109985,10405.80957,1.7,0.09,,
23/10/2014,162532.71,1228.5,3.5,17.11,1950.819946,10519.28027,1.7,0.09,129.31,132.19
24/10/2014,160843.041,1231.2,3.5,17.14,1964.579956,10582.62012,1.7,0.09,129.38,132.26
27/10/2014,161023.2608,1229.1,3.42,17.11,1961.630005,10544.41992,1.7,0.09,129.34,132.22
28/10/2014,160960.149,1229.2,3.36,17.18,1985.050049,10677.87988,1.7,0.09,129.3,132.18
29/10/2014,160900.4487,1224.3,3.3,17.22,1982.300049,10646.66016,1.7,0.09,129.49,132.37
30/10/2014,158841.432,1198.1,3.312,16.39,1994.650024,10712.19043,1.7,0.09,129.52,132.4
31/10/2014,156802.9702,1171.1,3.5,16.08,2018.050049,10845,1.7,0.07,129.5,132.38
3/11/2014,152876.1421,1169.4,3.58,16.17,2017.810059,10808.66992,1.3,0.09,129.46,132.34
4/11/2014,152505.0208,1167.4,3.52,15.93,2012.099976,10758.07031,1.3,0.1,129.49,132.37
5/11/2014,152747.7475,1145.4,3.52,15.42,2023.569946,10824.07031,1.3,0.09,129.5,132.38
6/11/2014,,1142.3,3.37,15.39,2031.209961,10843.54004,1.3,0.09,,
7/11/2014,149378.36,1169.6,3.4,15.7,2031.920044,10864.58008,1.3,0.09,129.5,132.38
10/11/2014,153675.4741,1159.6,3.44,15.66,2038.26001,10892.55957,1.3,0.09,129.5,132.38
11/11/2014,151283.8003,1162.8,3.37,15.66,2039.680054,10907.53027,1.3,0.09,129.5,132.38
12/11/2014,152442.213,1158.9,3.44,15.62,2038.25,10884.03027,1.3,0.09,129.51,132.39
13/11/2014,151861.4785,1161.1,3.42,15.62,2039.329956,10868.91992,1.3,0.09,129.5,132.38
14/11/2014,152026.4025,1185,3.52,16.31,2039.819946,10880.62988,1.3,0.09,129.52,132.4
17/11/2014,155522.7675,1183,3.52,16.05,2041.319946,10883.25,1.3,0.1,129.53,132.41
18/11/2014,155342.9653,1196.7,3.54,16.17,2051.800049,10941.7002,1.3,0.11,129.55,132.43
19/11/2014,156264.7591,1193.6,3.51,16.29,2048.719971,10927.48047,1.3,0.1,129.6,132.48
20/11/2014,154763.4,1190.7,3.54,16.13,2052.75,10937.96973,1.3,0.1,129.61,132.49
21/11/2014,156086.5,1197.5,3.62,16.39,2063.5,11025.74023,1.3,0.1,129.65,132.53
24/11/2014,157383.4,1195.5,3.632,16.38,2069.409912,11041.41992,1.3,0.1,129.65,132.53
25/11/2014,157038.189,1197.1,3.7,16.55,2067.030029,11029.37012,1.3,0.1,129.75,132.63
26/11/2014,157186.9,1196.6,3.7,16.55,2072.830078,11047.91016,1.3,0.1,129.84,132.89
27/11/2014,156836.3806,1200.9264,3.6384,16.4,2065.104004,11016.48203,1.3,0.1,130.12,133.3
28/11/2014,155388.826,1175.2,3.9,15.49,2067.560059,10955.41016,1.3,0.08,130.02,133.15
1/12/2014,150889.6595,1218,3.74,16.65,2053.439941,10888.55957,0.8,0.13,130.01,132.89
2/12/2014,157875.935,1199.2,3.589,16.41,2066.550049,10940.12012,0.8,0.12,130.09,132.97
3/12/2014,157176.42,1208.5,3.54,16.36,2074.330078,10987.29981,0.8,0.12,130.12,133
4/12/2014,158261.1,1207.5,3.743,16.52,2071.919922,10952.29981,0.8,0.12,130.16,133.04
5/12/2014,157759.0146,1190.1,3.7,16.2,2075.370117,10970.25977,0.8,0.12,130.2,133.09
8/12/2014,156470.635,1194.7,3.8,16.22,2060.310059,10863.54004,0.8,0.12,130.21,133.1
9/12/2014,157369.645,1231.5,3.636,17.08,2059.820068,10821.2002,0.8,0.12,130.25,133.14
10/12/2014,160893.381,1228.9,3.493,17.13,2026.140015,10662.24023,0.8,0.12,130.25,133.14
11/12/2014,160994.6252,1225.1,3.433,17.06,2035.329956,10690.13965,0.8,0.12,130.25,133.14
12/12/2014,160587.072,1222,3.3,17.02,2002.329956,10500.50977,0.8,0.12,130.29,133.18
15/12/2014,159505.6,1207.2,3.22,16.53,1989.630005,10411.17969,0.8,0.11,130.29,133.18
16/12/2014,156829.1579,1193.9,3.128,15.72,1972.73999,10390.01953,0.8,0.12,130.29,133.18
17/12/2014,157009.6497,1194.3,3.23,15.89,2012.890015,10603.50977,0.8,0.13,130.19,133.28
18/12/2014,156392.9054,1194.7,3.242,15.89,2061.22998,10831.62012,0.8,0.13,130.39,133.28
19/12/2014,157077.1415,1195.9,3.18,15.99,2070.649902,10890.24023,0.8,0.13,130.43,133.32
22/12/2014,156927.2765,1179.7,3,15.65,2078.540039,10919.99023,0.8,0.13,130.43,133.32
23/12/2014,154292.2711,1177.9,3.07,15.73,2082.169922,10951.75977,0.8,0.13,130.38,133.27
24/12/2014,154295.1037,1173.5,3.13,15.67,2081.879883,10955.11035,0.8,0.13,130.38,133.27
25/12/2014,,1192.314701,3.1244,15.786,2074.893945,10909.74414,0.8,0.13,,
26/12/2014,155109.92,1195.3,3.15,16.11,2088.77002,10985.40039,0.8,0.13,130.38,133.19
29/12/2014,156754.4723,1181.7,3.12,15.74,2090.570068,10988.00977,0.8,0.13,130.38,133.19
30/12/2014,155474.6555,1200.2,3.15,16.24,2080.350098,10932.99023,0.8,0.13,130.48,133.29
31/12/2014,157631.1533,1183.9,3.189,15.56,2058.899902,10839.24023,0.8,0.06,130.36,133.37
1/1/2015,155070.1657,1206.3216,3.14668,15.8872,2078.696807,10931.07695,-0.1,0.06,130.56,133.37
2/1/2015,155222.9549,1186,3.16,15.73,2058.199951,10830.91992,-0.1,0.12,130.58,133.39
5/1/2015,,1203.9,3.14,16.18,2020.579956,10607.67969,-0.1,0.12,,
6/1/2015,157813.59,1219.3,3.02,16.6,2002.609985,10514.87012,-0.1,0.12,130.78,133.59
7/1/2015,159484.5595,1210.6,2.706,16.51,2025.900024,10627.12988,-0.1,0.12,130.95,133.76
